"","X","Service.Request.Type","City.Department","Created.Date","Date","Time","Location","Latitude","Longitude","Latitude.Longitude","ZIP.Code","Police.Precinct","Neighborhood"
"465",1044469,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 12:49:03 PM","2025-04-25","12:49:03","2726 ALKI AVE SW, SEATTLE, WA 98116",47.57903102,-122.41030465,"POINT (-122.41030465 47.57903102)","98116","SOUTHWEST","ALKI"
"466",1044470,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 12:42:29 PM","2025-04-25","12:42:29","1600 E OLIVE ST, SEATTLE, WA 98122",47.61673843,-122.31111342,"POINT (-122.31111342 47.61673843)","98122","EAST","STEVENS"
"467",1044471,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 12:48:57 PM","2025-04-25","12:48:57","6633 32ND AVE NE, SEATTLE, WA 98115",47.67658542,-122.29312673,"POINT (-122.29312673 47.67658542)","98115","NORTH","RAVENNA"
"468",1044472,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 12:51:41 PM","2025-04-25","12:51:41","2601 MARINE AVE SW, SEATTLE, WA 98116",47.58047303,-122.4071608,"POINT (-122.4071608 47.58047303)","98116","SOUTHWEST","ALKI"
"469",1044473,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 12:48:54 PM","2025-04-25","12:48:54","915 E JAMES ST, SEATTLE, WA 98122",47.6071345,-122.3202011,"POINT (-122.3202011 47.6071345)","98122","EAST","YESLER TERRACE"
"470",1044474,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 12:55:35 PM","2025-04-25","12:55:35","1148 HARBOR AVE SW, SEATTLE, WA 98116",47.59340078,-122.38322217,"POINT (-122.38322217 47.59340078)","98116","SOUTHWEST","INDUSTRIAL DISTRICT"
"471",1044475,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 12:49:16 PM","2025-04-25","12:49:16","1838 11TH AVE, SEATTLE, WA 98122",47.61804653,-122.31808253,"POINT (-122.31808253 47.61804653)","98122","EAST","BROADWAY"
"472",1044476,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 12:55:46 PM","2025-04-25","12:55:46","324 W ROY ST, SEATTLE, WA 98119",47.6259313,-122.36093684,"POINT (-122.36093684 47.6259313)","98119","WEST","LOWER QUEEN ANNE"
"473",1044477,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 12:52:29 PM","2025-04-25","12:52:29","80 S RIVER ST, SEATTLE, WA 98108",47.54331055,-122.33327469,"POINT (-122.33327469 47.54331055)","98108","SOUTH","GEORGETOWN"
"474",1044478,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 12:46:33 PM","2025-04-25","12:46:33","830 TERRY AVE N, SEATTLE, WA 98109",47.62759232,-122.33661232,"POINT (-122.33661232 47.62759232)","98109","WEST","SOUTH LAKE UNION"
"475",1044479,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 12:46:37 PM","2025-04-25","12:46:37","2269 NW 60TH ST, SEATTLE, WA 98107",47.67228947,-122.38572339,"POINT (-122.38572339 47.67228947)","98107","NORTH","ADAMS"
"476",1044480,"Traffic Signal Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 12:59:39 PM","2025-04-25","12:59:39","2400 NW 61ST ST, SEATTLE, WA 98107",47.6732599,-122.3878745,"POINT (-122.3878745 47.6732599)","98107","NORTH","ADAMS"
"477",1044481,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 12:55:43 PM","2025-04-25","12:55:43","614 20TH AVE, SEATTLE, WA 98122",47.60767846,-122.30607933,"POINT (-122.30607933 47.60767846)","98122","EAST","MINOR"
"478",1044482,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 12:46:41 PM","2025-04-25","12:46:41","4169 1ST AVE S, SEATTLE, WA 98134",47.56550407,-122.33463758,"POINT (-122.33463758 47.56550407)","98134","SOUTH","INDUSTRIAL DISTRICT"
"479",1044483,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 12:49:00 PM","2025-04-25","12:49:00","627 8TH AVE, SEATTLE, WA 98104",47.60523962,-122.3261395,"POINT (-122.3261395 47.60523962)","98104","EAST","FIRST HILL"
"480",1044484,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 12:48:48 PM","2025-04-25","12:48:48","298 YALE AVE N, SEATTLE, WA 98109",47.6208123,-122.33030173,"POINT (-122.33030173 47.6208123)","98109","WEST","SOUTH LAKE UNION"
"481",1044485,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 12:55:40 PM","2025-04-25","12:55:40","1932 FAIRVIEW AVE E, SEATTLE, WA 98102",47.63659157,-122.32861029,"POINT (-122.32861029 47.63659157)","98102","WEST","EASTLAKE"
"482",1044486,"Dead Animal","FAS-Finance and Administrative Services","04/25/2025 01:01:49 PM","2025-04-25","01:01:49","4515 50TH AVE S, SEATTLE, WA 98118",47.56240432,-122.27103191,"POINT (-122.27103191 47.56240432)","98118","SOUTH","SEWARD PARK"
"483",1044487,"Business Related Complaint","FAS-Finance and Administrative Services","04/25/2025 01:05:45 PM","2025-04-25","01:05:45","2650 59TH AVE SW, SEATTLE, WA 98116",47.57998051,-122.40769512,"POINT (-122.40769512 47.57998051)","98116","SOUTHWEST","ALKI"
"484",1044488,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 12:57:54 PM","2025-04-25","12:57:54","515 BOYLSTON AVE E, SEATTLE, WA 98102",47.62388873,-122.32333517,"POINT (-122.32333517 47.62388873)","98102","EAST","BROADWAY"
"485",1044489,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:07:53 PM","2025-04-25","01:07:53","519 W OLYMPIC PL, SEATTLE, WA 98119",47.62590457,-122.36413545,"POINT (-122.36413545 47.62590457)","98119","WEST","LOWER QUEEN ANNE"
"486",1044490,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:06:01 PM","2025-04-25","01:06:01","4977 17TH AVE NW, SEATTLE, WA 98107",47.66490139,-122.37901123,"POINT (-122.37901123 47.66490139)","98107","NORTH","ADAMS"
"487",1044491,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 12:51:37 PM","2025-04-25","12:51:37","1747 16TH AVE, SEATTLE, WA 98122",47.61699483,-122.3115723,"POINT (-122.3115723 47.61699483)","98122","EAST","STEVENS"
"488",1044492,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 12:57:41 PM","2025-04-25","12:57:41","613 20TH AVE, SEATTLE, WA 98122",47.60768257,-122.30662217,"POINT (-122.30662217 47.60768257)","98122","EAST","MINOR"
"489",1044493,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 12:59:37 PM","2025-04-25","12:59:37","621 HARVARD AVE E, SEATTLE, WA 98102",47.62479695,-122.32232496,"POINT (-122.32232496 47.62479695)","98102","EAST","BROADWAY"
"490",1044494,"Business Related Complaint","FAS-Finance and Administrative Services","04/25/2025 01:11:58 PM","2025-04-25","01:11:58","2452 ALKI AVE SW, SEATTLE, WA 98116",47.58136568,-122.40450034,"POINT (-122.40450034 47.58136568)","98116","SOUTHWEST","ALKI"
"491",1044495,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:01:38 PM","2025-04-25","01:01:38","360 W ROY ST, SEATTLE, WA 98119",47.62593353,-122.36141112,"POINT (-122.36141112 47.62593353)","98119","WEST","LOWER QUEEN ANNE"
"492",1044496,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:01:44 PM","2025-04-25","01:01:44","900 ELLIOTT AVE W, SEATTLE, WA 98119",47.62702034,-122.36849865,"POINT (-122.36849865 47.62702034)","98119","WEST","WEST QUEEN ANNE"
"493",1044497,"Business Related Complaint","FAS-Finance and Administrative Services","04/25/2025 01:07:40 PM","2025-04-25","01:07:40","2515 ALKI AVE SW, SEATTLE, WA 98116",47.58102193,-122.4061071,"POINT (-122.4061071 47.58102193)","98116","SOUTHWEST","ALKI"
"494",1044498,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:09:41 PM","2025-04-25","01:09:41","1562 E HOWELL ST, SEATTLE, WA 98122",47.61770257,-122.31192567,"POINT (-122.31192567 47.61770257)","98122","EAST","STEVENS"
"495",1044499,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 12:51:36 PM","2025-04-25","12:51:36","327 EASTLAKE AVE E, SEATTLE, WA 98109",47.62165403,-122.32955103,"POINT (-122.32955103 47.62165403)","98109","WEST","SOUTH LAKE UNION"
"496",1044500,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:09:49 PM","2025-04-25","01:09:49","4278 28TH AVE SW, SEATTLE, WA 98126",47.56559496,-122.36800106,"POINT (-122.36800106 47.56559496)","98126","SOUTHWEST","NORTH DELRIDGE"
"497",1044501,"Traffic Signal Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 12:51:39 PM","2025-04-25","12:51:39","4699 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98108",47.56079827,-122.29362911,"POINT (-122.29362911 47.56079827)","98108","SOUTH","MID-BEACON HILL"
"498",1044502,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 01:12:05 PM","2025-04-25","01:12:05","1145 E HOWELL ST, SEATTLE, WA 98122",47.617513,-122.3176082,"POINT (-122.3176082 47.617513)","98122","EAST","BROADWAY"
"499",1044503,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 01:05:40 PM","2025-04-25","01:05:40","734 NW 78TH ST, SEATTLE, WA 98117",47.68554707,-122.36513575,"POINT (-122.36513575 47.68554707)","98117","NORTH","GREENWOOD"
"500",1044504,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 01:14:51 PM","2025-04-25","01:14:51","915 12TH AVE, SEATTLE, WA 98122",47.61048465,-122.31690094,"POINT (-122.31690094 47.61048465)","98122","EAST","FIRST HILL"
"501",1044505,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 01:16:51 PM","2025-04-25","01:16:51","1250 W BOSTON ST, SEATTLE, WA 98119",47.63872013,-122.37329335,"POINT (-122.37329335 47.63872013)","98119","WEST","WEST QUEEN ANNE"
"502",1044506,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:05:52 PM","2025-04-25","01:05:52","474 W ROY ST, SEATTLE, WA 98119",47.62593992,-122.36290405,"POINT (-122.36290405 47.62593992)","98119","WEST","LOWER QUEEN ANNE"
"503",1044507,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:17:33 PM","2025-04-25","01:17:33","1004 ELLIOTT AVE W, SEATTLE, WA 98119",47.62817431,-122.37033179,"POINT (-122.37033179 47.62817431)","98119","WEST","WEST QUEEN ANNE"
"504",1044508,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:20:54 PM","2025-04-25","01:20:54","515 BOYLSTON AVE E, SEATTLE, WA 98102",47.62388873,-122.32333517,"POINT (-122.32333517 47.62388873)","98102","EAST","BROADWAY"
"505",1044509,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:07:57 PM","2025-04-25","01:07:57","1737 S MASSACHUSETTS ST, SEATTLE, WA 98144",47.58834919,-122.31014667,"POINT (-122.31014667 47.58834919)","98144","SOUTH","NORTH BEACON HILL"
"506",1044510,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:14:49 PM","2025-04-25","01:14:49","5101 17TH AVE NW, SEATTLE, WA 98107",47.66571782,-122.3790097,"POINT (-122.3790097 47.66571782)","98107","NORTH","ADAMS"
"507",1044511,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:20:46 PM","2025-04-25","01:20:46","1143 N 128TH ST, SEATTLE, WA 98133",47.7221921,-122.34439668,"POINT (-122.34439668 47.7221921)","98133","NORTH","HALLER LAKE"
"508",1044512,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:09:52 PM","2025-04-25","01:09:52","1724 16TH AVE, SEATTLE, WA 98122",47.61673528,-122.3113315,"POINT (-122.3113315 47.61673528)","98122","EAST","STEVENS"
"509",1044513,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:21:09 PM","2025-04-25","01:21:09","1101 ELLIOTT AVE W, SEATTLE, WA 98119",47.62854136,-122.37110295,"POINT (-122.37110295 47.62854136)","98119","WEST","INTERBAY"
"510",1044514,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 01:03:39 PM","2025-04-25","01:03:39","1450 W NICKERSON ST, SEATTLE, WA 98119",47.65448493,-122.37601506,"POINT (-122.37601506 47.65448493)","98119","WEST","NORTH QUEEN ANNE"
"511",1044515,"Streetlight Maintenance","SCL-Seattle City Light","04/25/2025 01:08:01 PM","2025-04-25","01:08:01","3905 E OLIVE ST, SEATTLE, WA 98122",47.61630953,-122.28290563,"POINT (-122.28290563 47.61630953)","98122","EAST","MADRONA"
"512",1044516,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 01:12:16 PM","2025-04-25","01:12:16","2110 RAINIER AVE S, SEATTLE, WA 98144",47.58448502,-122.30272553,"POINT (-122.30272553 47.58448502)","98144","SOUTH","ATLANTIC"
"513",1044517,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:14:46 PM","2025-04-25","01:14:46","1822 SW HENDERSON ST, SEATTLE, WA 98106",47.5230274,-122.35868561,"POINT (-122.35868561 47.5230274)","98106","SOUTHWEST","SOUTH DELRIDGE"
"514",1044518,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:24:50 PM","2025-04-25","01:24:50","1159 N 128TH ST, SEATTLE, WA 98133",47.72218176,-122.34418081,"POINT (-122.34418081 47.72218176)","98133","NORTH","HALLER LAKE"
"515",1044519,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:21:00 PM","2025-04-25","01:21:00","1151 N 128TH ST, SEATTLE, WA 98133",47.72218693,-122.34428875,"POINT (-122.34428875 47.72218693)","98133","NORTH","HALLER LAKE"
"516",1044520,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:25:17 PM","2025-04-25","01:25:17","3412 S DEARBORN ST, SEATTLE, WA 98144",47.59592882,-122.28846209,"POINT (-122.28846209 47.59592882)","98144","EAST","LESCHI"
"517",1044521,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:22:49 PM","2025-04-25","01:22:49","1730 N 128TH ST, SEATTLE, WA 98133",47.72231194,-122.33600863,"POINT (-122.33600863 47.72231194)","98133","NORTH","HALLER LAKE"
"518",1044522,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:27:07 PM","2025-04-25","01:27:07","1868 NAGLE PL, SEATTLE, WA 98122",47.61838547,-122.31994477,"POINT (-122.31994477 47.61838547)","98122","EAST","BROADWAY"
"519",1044523,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:26:58 PM","2025-04-25","01:26:58","342 E REPUBLICAN ST, SEATTLE, WA 98102",47.62321541,-122.32696375,"POINT (-122.32696375 47.62321541)","98102","EAST","BROADWAY"
"520",1044524,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:26:54 PM","2025-04-25","01:26:54","101 EASTLAKE AVE E, SEATTLE, WA 98109",47.61861139,-122.32944624,"POINT (-122.32944624 47.61861139)","98109","WEST","SOUTH LAKE UNION"
"521",1044525,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 01:28:54 PM","2025-04-25","01:28:54","141 NW CANAL ST, SEATTLE, WA 98107",47.65254226,-122.35940968,"POINT (-122.35940968 47.65254226)","98107","NORTH","FREMONT"
"522",1044526,"Parks and Recreation Maintenance","SPR-Seattle Parks and Recreation","04/25/2025 01:32:57 PM","2025-04-25","01:32:57","351 NE 100TH ST, SEATTLE, WA 98125",47.70125635,-122.32502514,"POINT (-122.32502514 47.70125635)","98125","NORTH","MAPLE LEAF"
"523",1044527,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:23:03 PM","2025-04-25","01:23:03","1159 N 128TH ST, SEATTLE, WA 98133",47.72218176,-122.34418081,"POINT (-122.34418081 47.72218176)","98133","NORTH","HALLER LAKE"
"524",1044528,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:29:43 PM","2025-04-25","01:29:43","E REPUBLICAN ST & FEDERAL AVE E, SEATTLE, WA",47.62312173,-122.3188557,"POINT (-122.3188557 47.62312173)","","EAST","BROADWAY"
"525",1044529,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:24:52 PM","2025-04-25","01:24:52","1159 N 128TH ST, SEATTLE, WA 98133",47.72218176,-122.34418081,"POINT (-122.34418081 47.72218176)","98133","NORTH","HALLER LAKE"
"526",1044530,"Scooter or Bike Share Issue","SDOT-Seattle Department of Transportation","04/25/2025 01:41:06 PM","2025-04-25","01:41:06","",NA,NA,"","","",""
"527",1044531,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:35:03 PM","2025-04-25","01:35:03","1061 E REPUBLICAN ST, SEATTLE, WA 98102",47.62297661,-122.31856707,"POINT (-122.31856707 47.62297661)","98102","EAST","BROADWAY"
"528",1044532,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:35:03 PM","2025-04-25","01:35:03","8569 MARY AVE NW, SEATTLE, WA 98117",47.69214491,-122.37567629,"POINT (-122.37567629 47.69214491)","98117","NORTH","CROWN HILL"
"529",1044533,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:24:48 PM","2025-04-25","01:24:48","2469 NE 103RD ST, SEATTLE, WA 98125",47.70289948,-122.30215775,"POINT (-122.30215775 47.70289948)","98125","NORTH","VICTORY HEIGHTS"
"530",1044534,"Nuisance dogs in a park","FAS-Finance and Administrative Services","04/25/2025 01:22:52 PM","2025-04-25","01:22:52","515 BOYLSTON AVE E, SEATTLE, WA 98102",47.62388873,-122.32333517,"POINT (-122.32333517 47.62388873)","98102","EAST","BROADWAY"
"531",1044535,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:34:53 PM","2025-04-25","01:34:53","3100 FREMONT AVE N, SEATTLE, WA 98103",47.64840913,-122.34974022,"POINT (-122.34974022 47.64840913)","98103","NORTH","FREMONT"
"532",1044536,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 01:40:56 PM","2025-04-25","01:40:56","908 E JAMES ST, SEATTLE, WA 98122",47.60729922,-122.3202771,"POINT (-122.3202771 47.60729922)","98122","EAST","YESLER TERRACE"
"533",1044537,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:41:22 PM","2025-04-25","01:41:22","11709 LAKE CITY WAY NE, SEATTLE, WA 98125",47.71498023,-122.29815573,"POINT (-122.29815573 47.71498023)","98125","NORTH","VICTORY HEIGHTS"
"534",1044538,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 01:39:03 PM","2025-04-25","01:39:03","917 E JAMES ST, SEATTLE, WA 98122",47.60713427,-122.320124,"POINT (-122.320124 47.60713427)","98122","EAST","YESLER TERRACE"
"535",1044539,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 01:32:52 PM","2025-04-25","01:32:52","351 NE 100TH ST, SEATTLE, WA 98125",47.70125635,-122.32502514,"POINT (-122.32502514 47.70125635)","98125","NORTH","MAPLE LEAF"
"536",1044540,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 01:28:40 PM","2025-04-25","01:28:40","E REPUBLICAN ST & FEDERAL AVE E, SEATTLE, WA",47.62312173,-122.3188557,"POINT (-122.3188557 47.62312173)","","EAST","BROADWAY"
"537",1044541,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:27:03 PM","2025-04-25","01:27:03","1167 N 128TH ST, SEATTLE, WA 98133",47.72217658,-122.34407288,"POINT (-122.34407288 47.72217658)","98133","NORTH","HALLER LAKE"
"538",1044542,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 01:33:00 PM","2025-04-25","01:33:00","258 N 57TH ST, SEATTLE, WA 98103",47.67048025,-122.35587445,"POINT (-122.35587445 47.67048025)","98103","NORTH","PHINNEY RIDGE"
"539",1044543,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:26:52 PM","2025-04-25","01:26:52","3833 45TH AVE SW, SEATTLE, WA 98116",47.56921148,-122.38975292,"POINT (-122.38975292 47.56921148)","98116","SOUTHWEST","GENESEE"
"540",1044544,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:44:07 PM","2025-04-25","01:44:07","814 NW MARKET ST, SEATTLE, WA 98107",47.66873678,-122.36653271,"POINT (-122.36653271 47.66873678)","98107","NORTH","WEST WOODLAND"
"541",1044545,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:44:04 PM","2025-04-25","01:44:04","1640 SW BARTON ST, SEATTLE, WA 98106",47.52111471,-122.35567596,"POINT (-122.35567596 47.52111471)","98106","SOUTHWEST","SOUTH DELRIDGE"
"542",1044546,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 01:54:03 PM","2025-04-25","01:54:03","1418 MADRONA DR, SEATTLE, WA 98122",47.61284293,-122.28175688,"POINT (-122.28175688 47.61284293)","98122","EAST","MADRONA"
"543",1044547,"General Inquiry - Police Department","SPD-Seattle Police Department","04/25/2025 01:54:07 PM","2025-04-25","01:54:07","BELLTWON WA",NA,NA,"","","",""
"544",1044548,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:46:01 PM","2025-04-25","01:46:01","1498 AURORA AVE N, SEATTLE, WA 98109",47.63229107,-122.34338728,"POINT (-122.34338728 47.63229107)","98109","WEST","WESTLAKE"
"545",1044549,"General Inquiry - Customer Service Bureau","FAS-Finance and Administrative Services","04/25/2025 01:45:33 PM","2025-04-25","01:45:33","330 19TH AVE E, SEATTLE, WA 98112",47.6217581,-122.30688504,"POINT (-122.30688504 47.6217581)","98112","EAST","STEVENS"
"546",1044550,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 01:34:48 PM","2025-04-25","01:34:48","8400 STONE AVE N, SEATTLE, WA 98103",47.68996905,-122.34150916,"POINT (-122.34150916 47.68996905)","98103","NORTH","GREEN LAKE"
"547",1044551,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:47:59 PM","2025-04-25","01:47:59","801 NW MARKET ST, SEATTLE, WA 98107",47.66842171,-122.36671482,"POINT (-122.36671482 47.66842171)","98107","NORTH","WEST WOODLAND"
"548",1044552,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:54:05 PM","2025-04-25","01:54:05","5528 9TH AVE NW, SEATTLE, WA 98107",47.66888562,-122.36848206,"POINT (-122.36848206 47.66888562)","98107","NORTH","WEST WOODLAND"
"549",1044553,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:41:44 PM","2025-04-25","01:41:44","516 BELMONT AVE E, SEATTLE, WA 98102",47.62363697,-122.32368337,"POINT (-122.32368337 47.62363697)","98102","EAST","BROADWAY"
"550",1044554,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:50:00 PM","2025-04-25","01:50:00","1978 ELLIOTT WAY, SEATTLE, WA 98121",47.6096364,-122.34370378,"POINT (-122.34370378 47.6096364)","98121","WEST","PIKE-MARKET"
"551",1044555,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:54:40 PM","2025-04-25","01:54:40","1400 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98144",47.59058252,-122.29672451,"POINT (-122.29672451 47.59058252)","98144","EAST","MOUNT BAKER"
"552",1044556,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:42:12 PM","2025-04-25","01:42:12","5013 S ANGELINE ST, SEATTLE, WA 98118",47.5592729,-122.27026012,"POINT (-122.27026012 47.5592729)","98118","SOUTH","SEWARD PARK"
"553",1044557,"Illegal Dumping / Needles","SPU-Seattle Public Utilities","04/25/2025 01:41:53 PM","2025-04-25","01:41:53","601 NW MARKET ST, SEATTLE, WA 98107",47.66848721,-122.36357341,"POINT (-122.36357341 47.66848721)","98107","NORTH","WEST WOODLAND"
"554",1044558,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:45:58 PM","2025-04-25","01:45:58","8530 MARY AVE NW, SEATTLE, WA 98117",47.69149079,-122.37510457,"POINT (-122.37510457 47.69149079)","98117","NORTH","CROWN HILL"
"555",1044559,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:59:02 PM","2025-04-25","01:59:02","4458 DELRIDGE WAY SW, SEATTLE, WA 98106",47.56341227,-122.36363547,"POINT (-122.36363547 47.56341227)","98106","SOUTHWEST","NORTH DELRIDGE"
"556",1044560,"Pothole","SDOT-Seattle Department of Transportation","04/25/2025 01:58:10 PM","2025-04-25","01:58:10","6305 SW MARGUERITE CT, SEATTLE, WA 98116",47.57365684,-122.41375372,"POINT (-122.41375372 47.57365684)","98116","SOUTHWEST","ALKI"
"557",1044561,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 01:48:04 PM","2025-04-25","01:48:04","813 BELLEVUE PL E, SEATTLE, WA 98102",47.62679217,-122.32740745,"POINT (-122.32740745 47.62679217)","98102","EAST","BROADWAY"
"558",1044562,"Business Related Complaint","FAS-Finance and Administrative Services","04/25/2025 02:04:09 PM","2025-04-25","02:04:09","8834 RAINIER AVE S, SEATTLE, WA 98118",47.5237042,-122.26962802,"POINT (-122.26962802 47.5237042)","98118","SOUTH","DUNLAP"
"559",1044563,"Abandoned Vehicle/72hr Parking Ordinance","SPD-Seattle Police Department","04/25/2025 02:04:10 PM","2025-04-25","02:04:10","1758 N 105TH ST, SEATTLE, WA 98133",47.70512227,-122.33649909,"POINT (-122.33649909 47.70512227)","98133","NORTH","NORTH COLLEGE PARK"
"560",1044564,"Graffiti","SPU-Seattle Public Utilities","04/25/2025 01:44:02 PM","2025-04-25","01:44:02","2444 EASTLAKE AVE E, SEATTLE, WA 98102",47.64139846,-122.32576753,"POINT (-122.32576753 47.64139846)","98102","WEST","EASTLAKE"
"561",1044565,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 02:08:27 PM","2025-04-25","02:08:27","3920 1ST AVE NE, SEATTLE, WA 98105",47.65430406,-122.32770147,"POINT (-122.32770147 47.65430406)","98105","NORTH","WALLINGFORD"
"562",1044566,"Unauthorized Encampment","SEA-City of Seattle","04/25/2025 02:00:06 PM","2025-04-25","02:00:06","2100 E JOHN ST, SEATTLE, WA 98112",47.62041399,-122.30447636,"POINT (-122.30447636 47.62041399)","98112","EAST","STEVENS"
"563",1044567,"Overgrown Vegetation","FAS-Finance and Administrative Services","04/25/2025 01:48:12 PM","2025-04-25","01:48:12","500 FEDERAL AVE E, SEATTLE, WA 98102",47.6232882,-122.31861375,"POINT (-122.31861375 47.6232882)","98102","EAST","BROADWAY"
"564",1044568,"Parking Enforcement","SPD-Seattle Police Department","04/25/2025 01:56:05 PM","2025-04-25","01:56:05","3132 BROADWAY E, SEATTLE, WA 98102",47.64907764,-122.32033647,"POINT (-122.32033647 47.64907764)","98102","EAST","PORTAGE BAY"
"565",1044569,"Street Sign Maintenance","SDOT-Seattle Department of Transportation","04/25/2025 02:10:18 PM","2025-04-25","02:10:18","176 OCCIDENTAL AVE S, SEATTLE, WA 98104",47.6010743,-122.33275442,"POINT (-122.33275442 47.6010743)","98104","WEST","PIONEER SQUARE"
